avg_mouse_speed,mouse_path_entropy,click_delay,task_completion_time,idle_time,micro_jitter_variance,acceleration_curve,curvature_variance,overshoot_correction_ratio,timing_entropy,label
266.8189,0.7456,1.1763,1.8383,0.2516,23.1253,1568.4735,0.1124,0.005,0.9462,1
490.1507,0.4946,2.9666,3.0404,0.761,18.625,5222.7751,0.0766,0.0016,0.6908,1
512.6998,0.5481,1.6058,1.6266,0.7348,94.8488,1375.0597,0.1196,0.0211,0.9795,1
432.8424,0.3088,2.7426,0.6986,0.1927,21.4475,4839.1933,0.0242,0.0171,0.4774,1
402.9626,0.4051,2.6235,0.7946,0.6408,111.6965,4814.9637,0.0839,0.0654,0.7174,1
472.5941,0.8032,0.888,3.0977,0.1544,36.1373,4491.5044,0.1176,0.0063,0.9186,1
454.7891,0.3096,0.9588,3.9321,0.3668,95.1693,4109.3234,0.0689,0.033,0.8209,1
424.6166,0.3465,1.7709,1.9737,0.3793,18.71,1497.292,0.0337,0.0442,0.6683,1
304.3916,0.6324,1.2926,0.7226,0.3347,59.5253,1973.0829,0.0689,0.0322,0.6176,1
493.7161,0.5304,2.065,1.8262,0.4102,89.7212,5409.295,0.1106,0.0268,0.8938,1
347.0708,0.2968,2.605,0.7889,0.2245,43.425,1699.5711,0.038,0.0039,0.6473,1
176.8064,0.3278,1.4123,3.8587,0.7964,93.7921,2416.9999,0.0827,0.0033,0.5608,1
362.5442,0.3578,2.5908,3.9631,0.4448,101.493,5949.6727,0.0174,0.0413,0.6799,1
334.6635,0.3676,2.7678,0.7518,0.1863,38.5868,3349.0272,0.0706,0.0008,0.7879,1
424.5745,0.7459,0.6453,1.8465,0.4316,43.9225,5191.2901,0.0582,0.0294,0.7612,1
525.1371,0.5742,1.8285,0.9569,0.3188,110.4938,4080.3276,0.0217,0.0449,0.6875,1
253.7675,0.2548,1.1951,2.9903,0.507,117.9077,4025.8601,0.0576,0.0373,0.8645,1
533.4007,0.7261,1.6002,2.4806,0.5233,116.5287,5919.806,0.0349,0.0755,0.4717,1
488.6716,0.8906,1.6624,3.9249,0.3293,96.2734,1241.0602,0.0669,0.01,0.6475,1
124.3492,0.6889,2.2831,3.2307,0.6924,90.0346,4964.5323,0.0064,0.0143,0.7228,1
650.3389,0.8322,2.179,1.408,0.6822,45.0236,5237.3923,0.0362,0.0018,0.5494,1
142.4058,0.7165,2.5186,3.9957,0.2371,51.9133,1511.4706,0.0692,0.0028,0.5212,1
600.4948,0.2615,1.6332,2.7574,0.2746,53.3439,5787.8882,0.0904,0.0093,0.6224,1
554.5324,0.7325,1.9769,2.8217,0.2395,32.7578,2476.9602,0.0191,0.0796,0.6823,1
338.1287,0.6885,2.5366,3.6687,0.6301,26.2956,3723.2878,0.0127,0.0137,0.469,1
579.8873,0.2767,1.1152,0.8228,0.3641,64.3501,2425.3637,0.0066,0.0058,0.5597,1
251.0358,0.5208,0.5042,0.981,0.6902,5.1418,3442.4703,0.059,0.0038,0.588,1
261.2452,0.5619,2.2081,1.3761,0.2646,111.9942,1052.5603,0.0556,0.028,0.937,1
104.6299,0.2703,0.7766,2.7085,0.1933,70.4594,3869.016,0.102,0.0158,0.8597,1
527.7458,0.8472,1.6361,2.6516,0.7877,46.5766,5028.4286,0.0385,0.0271,0.6183,1
636.6197,0.2624,0.9137,3.0656,0.5665,89.9367,2449.1965,0.1069,0.0529,0.5417,1
353.6464,0.2526,0.5414,3.9765,0.4677,19.5946,5465.9714,0.1057,0.0198,0.7651,1
247.3776,0.7936,0.5454,2.6254,0.185,105.4972,2119.0554,0.0735,0.0064,0.7505,1
479.2111,0.5225,1.7865,0.6424,0.6368,64.8265,2921.3994,0.0117,0.0273,0.9596,1
189.2209,0.8083,2.7815,1.3213,0.3758,89.3519,5367.5018,0.0458,0.0454,0.7521,1
152.3075,0.8126,2.4952,0.9395,0.1635,90.514,920.3285,0.1175,0.024,0.6191,1
404.3706,0.5159,2.0044,3.7803,0.3741,27.6254,2761.4711,0.0476,0.0206,0.9561,1
738.3761,0.8227,1.1953,1.2871,0.1486,65.0314,3235.7665,0.0315,0.0236,0.7126,1
155.346,0.4416,2.412,3.5808,0.7213,118.2254,5908.3068,0.1144,0.0051,0.5014,1
522.8985,0.6025,0.9133,1.4611,0.1282,102.9723,3837.9849,0.0883,0.0298,0.8593,1
203.4068,0.3284,2.7403,0.9413,0.2116,102.345,1733.3588,0.0499,0.0272,0.9135,1
269.6611,0.4115,1.112,1.1483,0.752,107.1187,4842.2653,0.0624,0.0649,0.5198,1
162.8319,0.5633,2.883,1.1562,0.4435,28.8875,2116.56,0.0041,0.0342,0.6965,1
300.2256,0.3717,2.9715,3.3822,0.5933,58.9073,1594.961,0.1105,0.0044,0.78,1
475.4193,0.3878,2.8095,2.0892,0.5112,5.2655,5965.5162,0.0341,0.0108,0.7851,1
296.4637,0.4575,2.3155,2.1677,0.528,73.965,3258.4767,0.114,0.0029,0.4713,1
324.8163,0.7373,2.9795,2.4068,0.528,39.7852,5727.1851,0.0443,0.0502,0.7197,1
553.5432,0.6706,1.3559,1.9877,0.352,19.4678,1276.9631,0.0803,0.0146,0.5548,1
489.0757,0.4103,2.1696,1.0398,0.2201,20.9453,2274.308,0.0811,0.025,0.955,1
405.0302,0.6566,1.3012,3.9188,0.3197,83.8242,920.7834,0.0483,0.0264,0.9026,1
261.1078,0.5684,2.0805,1.736,0.1954,109.9573,5604.1474,0.1013,0.0336,0.7047,1
328.2261,0.6691,1.2233,1.4765,0.4688,52.148,1938.0544,0.098,0.05,0.8727,1
519.5869,0.7533,0.7893,1.9262,0.7989,27.1479,1600.6106,0.051,0.0598,0.5934,1
542.4245,0.3227,2.5813,1.1996,0.3388,68.5013,3403.984,0.0825,0.0193,0.8358,1
588.332,0.5498,1.5619,0.7748,0.5378,45.6338,4894.8121,0.0999,0.0082,0.8747,1
345.6287,0.3435,2.6977,0.9267,0.1228,66.3916,1151.0961,0.0068,0.0243,0.7957,1
511.5637,0.3455,2.652,3.3986,0.4312,99.208,1282.3316,0.0476,0.0532,0.8476,1
332.3398,0.3925,1.0209,3.1551,0.0951,14.888,1716.7151,0.0215,0.0372,0.7964,1
324.3648,0.8188,2.939,3.5677,0.1538,30.3918,4211.5842,0.035,0.0049,0.8266,1
700.3896,0.566,1.1505,2.0234,0.6063,100.0603,3718.36,0.0466,0.0431,0.8086,1
603.0693,0.8314,2.1157,1.1847,0.7122,59.0449,3275.6771,0.1123,0.0249,0.8101,1
601.7463,0.5248,0.9403,1.058,0.6882,41.8457,2675.9452,0.0071,0.0696,0.9208,1
576.8507,0.325,2.0489,1.0147,0.6819,91.7412,5063.0061,0.0634,0.0354,0.9528,1
388.4305,0.3607,2.9466,2.2954,0.3949,116.6517,2779.8083,0.048,0.0088,0.5047,1
533.0723,0.4831,1.5217,2.0672,0.5065,111.5785,5650.454,0.0473,0.0023,0.7991,1
377.1995,0.4747,1.4465,0.9218,0.1329,88.1581,2823.3029,0.0261,0.0155,0.9416,1
398.6973,0.2842,2.8638,1.9344,0.7391,71.5824,824.0178,0.0051,0.0662,0.9016,1
348.2087,0.2536,2.4666,1.7244,0.703,47.902,3738.4051,0.0328,0.0288,0.9617,1
581.79,0.3719,1.9857,3.5857,0.2996,16.6272,5017.0071,0.0581,0.0241,0.6461,1
308.8096,0.7666,2.5943,1.567,0.243,105.5484,924.6458,0.0627,0.0049,0.6497,1
665.4318,0.5895,1.0358,1.0747,0.1508,44.5762,1303.4128,0.1137,0.0179,0.7954,1
535.7045,0.5289,1.5777,0.7221,0.4277,119.2574,5785.2791,0.0053,0.0114,0.946,1
518.7379,0.2889,2.5868,1.1296,0.4279,110.3107,3750.7302,0.048,0.0268,0.5504,1
243.0237,0.3113,2.6683,3.0067,0.664,117.2282,5179.2042,0.1132,0.0193,0.9264,1
585.9019,0.5639,1.641,1.9136,0.2893,50.0233,1266.7168,0.0098,0.0354,0.4686,1
178.7617,0.8842,1.0468,2.3536,0.7489,117.3772,2029.0743,0.0064,0.0223,0.9336,1
368.6094,0.3812,2.5015,2.7005,0.6913,114.117,2609.084,0.0113,0.0671,0.8585,1
370.2383,0.4585,2.133,2.8877,0.3478,31.2942,4553.9153,0.0207,0.0228,0.7254,1
354.0965,0.8966,1.7157,2.225,0.3374,12.685,3883.3745,0.0277,0.0113,0.9253,1
755.5534,0.6713,2.4544,2.0558,0.5103,103.4663,4081.5403,0.042,0.0364,0.6753,1
506.0615,0.7288,1.6493,1.3327,0.5962,20.0828,1832.6351,0.0754,0.0299,0.5548,1
245.6647,0.8238,2.4014,3.0077,0.1401,46.1335,3287.7056,0.0181,0.0264,0.8237,1
134.9658,0.7584,2.37,3.3712,0.3586,99.3641,2051.916,0.0436,0.026,0.8484,1
256.9234,0.3351,1.5971,1.6301,0.2954,32.1397,4768.4085,0.1116,0.1036,0.9316,1
495.7257,0.3028,0.5395,2.2225,0.3955,51.8467,3754.4702,0.0665,0.0085,0.8994,1
597.4121,0.8284,1.2859,1.9656,0.2145,74.7244,5681.7878,0.0417,0.0091,0.4807,1
574.6468,0.7922,2.2033,1.2525,0.1404,98.3786,2176.5009,0.1096,0.0349,0.5964,1
582.2594,0.5295,1.5813,1.4603,0.6206,93.7627,2767.2537,0.1003,0.0042,0.4705,1
203.999,0.7765,0.7226,1.9438,0.5977,47.7275,1781.9494,0.0239,0.0225,0.8159,1
591.4936,0.5122,2.8084,1.436,0.5839,91.7759,1308.4976,0.0565,0.003,0.8719,1
553.8024,0.4229,1.1853,1.4661,0.108,113.5368,2890.6486,0.0274,0.0029,0.7888,1
491.4526,0.8463,2.6275,3.4845,0.1821,10.8116,5310.6024,0.037,0.0099,0.9474,1
464.1875,0.8198,1.8186,3.1322,0.6564,91.1756,2296.8454,0.0146,0.004,0.6594,1
493.4457,0.4104,2.3413,2.9051,0.4185,26.681,4935.2077,0.1153,0.0227,0.7883,1
336.9664,0.311,1.5309,3.5768,0.2272,95.5962,2790.4724,0.1176,0.027,0.7714,1
429.2404,0.2659,1.0504,3.0205,0.4508,61.9946,1087.0918,0.0421,0.0143,0.477,1
474.8529,0.8133,2.3652,3.6114,0.1727,66.0987,4852.2037,0.0299,0.0035,0.7868,1
471.9974,0.5595,1.6238,2.7775,0.1612,107.1267,5021.1123,0.0423,0.0475,0.9386,1
266.0815,0.3877,0.725,1.0084,0.057,118.8297,1185.1,0.0163,0.0085,0.9176,1
419.2338,0.7133,1.6185,1.7766,0.3741,24.5171,4942.173,0.0317,0.0139,0.8136,1
741.2561,0.45,1.0416,2.9423,0.7278,38.9272,3757.9358,0.0351,0.0214,0.5216,1
446.7702,0.6937,0.6852,2.1193,0.3272,14.9718,1956.3132,0.0532,0.1041,0.853,1
336.278,0.6528,2.8199,2.2722,0.4229,74.2297,4635.0787,0.0091,0.0322,0.6982,1
581.1,0.3676,1.0423,0.9236,0.0005,54.6738,4800.0614,0.0881,0.0177,0.5387,1
413.3196,0.667,1.5306,3.1828,0.1845,109.1661,3401.0902,0.0909,0.0015,0.7587,1
596.7613,0.5924,2.0976,3.5239,0.7463,28.444,3548.417,0.1,0.0258,0.9302,1
499.2242,0.4586,1.8682,2.5066,0.4044,78.2171,2923.2797,0.09,0.009,0.9008,1
323.1412,0.7436,1.885,0.6719,0.2531,25.3552,4210.5389,0.0334,0.0446,0.8999,1
177.6986,0.539,1.6071,0.8441,0.6422,107.701,857.2867,0.0218,0.0355,0.7998,1
462.4084,0.8695,1.7352,1.6209,0.3818,46.3616,1966.9626,0.006,0.0561,0.7913,1
405.2021,0.7768,2.2793,0.9495,0.38,74.3917,2076.9434,0.0056,0.0116,0.8869,1
562.8433,0.8542,0.5447,3.7449,0.7615,6.386,4767.7003,0.1164,0.028,0.9004,1
406.9141,0.5212,1.9296,1.1222,0.5918,13.627,4594.86,0.102,0.0655,0.8386,1
284.4943,0.3927,1.6598,3.8047,0.5873,29.753,5269.7179,0.0457,0.0081,0.5867,1
446.4633,0.3479,0.721,2.8923,0.2718,13.1931,3271.5892,0.0906,0.0329,0.8966,1
323.1947,0.673,0.7897,3.6093,0.3914,21.2885,1593.9887,0.0827,0.0337,0.6696,1
360.9382,0.2708,2.036,1.8706,0.5211,17.4967,871.6422,0.0302,0.0382,0.7311,1
678.7833,0.4741,1.5532,0.941,0.6263,113.3765,915.7979,0.0724,0.0226,0.9425,1
661.2344,0.6055,0.8669,1.7434,0.7901,6.8665,3153.0412,0.1012,0.0238,0.5194,1
125.8607,0.4228,1.7602,0.9084,0.3389,111.9621,3412.5476,0.1166,0.0365,0.5981,1
527.7377,0.595,2.9413,1.234,0.2411,8.573,2837.5561,0.0244,0.0197,0.6383,1
274.4303,0.5532,1.4032,3.4989,0.4576,29.5905,5480.4746,0.0414,0.0301,0.846,1
165.3759,0.859,2.0163,3.0152,0.5709,119.1729,2575.999,0.02,0.032,0.4575,1
563.8342,0.2757,0.7706,1.4168,0.2191,8.7731,2252.645,0.0236,0.0411,0.4976,1
112.6025,0.7418,2.977,3.757,0.4034,66.1597,2435.8242,0.093,0.0257,0.8564,1
503.1994,0.854,0.7359,3.9805,0.6161,15.7262,4212.3942,0.0046,0.0123,0.5019,1
237.9619,0.2776,1.6205,1.5017,0.3142,53.8868,5372.941,0.0328,0.0235,0.6714,1
228.6862,0.3487,1.3798,2.5237,0.3307,99.7499,2134.9532,0.1164,0.0202,0.729,1
184.9893,0.6297,1.1586,3.7606,0.0921,69.8442,4549.4109,0.0075,0.0096,0.587,1
431.4622,0.8591,2.7368,1.2323,0.2586,72.578,4533.9242,0.0534,0.0099,0.9388,1
143.8797,0.8543,2.8687,1.67,0.2841,57.0318,2964.0407,0.0232,0.0262,0.4705,1
426.8652,0.676,0.7351,3.8295,0.5988,105.7707,1509.6469,0.0388,0.0643,0.6455,1
227.2747,0.378,1.1547,2.7316,0.3105,44.7191,3576.3093,0.0927,0.0186,0.9322,1
657.2747,0.7039,2.9668,2.1585,0.0742,69.6311,1458.1317,0.0903,0.0318,0.7746,1
477.2851,0.8149,0.5911,2.491,0.173,103.9398,4171.668,0.0507,0.0047,0.4996,1
544.0144,0.3799,1.2308,3.905,0.5665,75.21,2399.6681,0.0362,0.0155,0.8366,1
574.4369,0.5566,1.7151,2.0829,0.2597,64.9971,3041.985,0.072,0.0423,0.5458,1
276.0602,0.3634,2.4102,2.2874,0.7354,8.7481,1148.2857,0.0487,0.0946,0.555,1
386.8203,0.6273,1.4418,3.411,0.1109,54.2652,4386.7616,0.1043,0.1123,0.4866,1
463.9404,0.7204,0.666,3.5327,0.6684,15.2268,923.5338,0.0072,0.0104,0.8716,1
344.4492,0.8929,0.8753,3.4244,0.0414,59.9296,5408.9411,0.08,0.0273,0.7264,1
331.114,0.4486,1.1271,1.8412,0.12,105.292,3931.0208,0.0165,0.0671,0.4546,1
123.6252,0.8917,0.6122,3.1434,0.0575,73.0953,4731.5915,0.0434,0.0253,0.5504,1
161.9629,0.6377,2.4807,3.1604,0.714,97.6639,2085.7888,0.0669,0.02,0.9665,1
308.4563,0.5666,0.7682,1.4048,0.4221,12.748,5643.602,0.0153,0.0123,0.8346,1
134.3104,0.6606,2.3934,3.4159,0.5747,72.4103,2476.8093,0.0838,0.0105,0.8507,1
598.8337,0.3816,1.8486,2.2367,0.4573,10.6435,2902.2376,0.0702,0.0279,0.8688,1
412.3803,0.644,0.753,1.5287,0.4219,105.3935,4331.0681,0.0113,0.0852,0.7645,1
395.6813,0.5401,2.6603,3.0593,0.4158,47.3467,1061.9746,0.0176,0.0566,0.5745,1
152.8751,0.7802,1.4584,3.2265,0.6422,17.7444,3965.0307,0.1151,0.0293,0.7267,1
376.1266,0.7826,1.7465,0.7152,0.5464,114.3071,5111.5825,0.0336,0.0199,0.7904,1
331.3,0.3276,0.7419,1.3913,0.6693,21.7707,1978.833,0.0661,0.0074,0.7819,1
556.1027,0.8437,2.7562,3.4189,0.505,76.3169,4123.9058,0.083,0.0227,0.65,1
106.1986,0.5797,1.5925,1.755,0.1999,65.6677,2751.4463,0.1164,0.0143,0.7146,1
421.8702,0.4354,2.2319,0.6851,0.2099,58.3278,961.1729,0.0743,0.0401,0.6599,1
713.749,0.8971,0.5395,2.4958,0.6008,100.0791,3635.0655,0.0746,0.0199,0.4907,1
661.3142,0.4673,0.915,2.1337,0.3219,93.281,5444.2776,0.0785,0.0699,0.9495,1
575.3324,0.6838,1.6419,3.1618,0.0253,21.5781,3993.8338,0.0283,0.0343,0.7112,1
486.4475,0.5713,0.9937,3.527,0.6585,108.7472,5362.8803,0.1152,0.0797,0.747,1
271.3012,0.4069,0.7061,2.2883,0.7102,77.4675,3509.0733,0.0517,0.0058,0.8298,1
479.9925,0.8109,1.2276,3.5975,0.5835,96.8562,4255.8145,0.1016,0.0686,0.69,1
563.4745,0.6176,0.7649,1.3676,0.6726,50.6036,2849.2373,0.0299,0.0096,0.7547,1
333.6367,0.5407,1.4966,2.2044,0.4656,62.6131,3255.1511,0.0982,0.0745,0.5314,1
391.3412,0.7305,1.097,2.8828,0.2041,63.7815,5732.9616,0.0461,0.0168,0.6584,1
535.3667,0.5963,1.4697,3.3618,0.5676,58.8666,5440.9186,0.028,0.0077,0.5823,1
169.7494,0.3972,1.7579,3.969,0.0097,68.9959,3463.903,0.097,0.0087,0.8659,1
168.3317,0.8304,0.5068,1.6158,0.444,43.4208,2214.635,0.0555,0.0123,0.4993,1
522.2043,0.7471,1.4014,3.2614,0.165,26.4661,3384.5344,0.0044,0.0723,0.9175,1
498.7586,0.704,2.1854,2.3853,0.5222,110.6976,1322.7144,0.0382,0.0394,0.8958,1
595.5001,0.7697,2.7186,0.7662,0.6033,45.7934,4172.7033,0.0619,0.0192,0.788,1
275.7054,0.6997,2.2171,2.4332,0.748,49.3226,5146.4875,0.0095,0.0666,0.8101,1
485.1977,0.5701,0.6533,2.6259,0.0952,33.148,2509.6555,0.0879,0.0489,0.8176,1
689.6686,0.4336,1.9918,2.0777,0.7387,38.098,4331.5559,0.007,0.0135,0.5666,1
506.2582,0.3943,1.628,2.1735,0.6611,83.6421,4144.4712,0.0782,0.0132,0.6795,1
319.1192,0.3861,1.9696,1.3907,0.0514,93.2634,2757.6411,0.0459,0.0089,0.948,1
430.4341,0.7361,1.6447,2.0091,0.4202,41.5381,1342.1011,0.0501,0.0572,0.4692,1
410.7292,0.2632,1.1239,1.0028,0.1734,36.5756,2886.7929,0.0637,0.0344,0.6244,1
374.1989,0.2657,2.8534,0.9682,0.1015,21.8529,5902.6379,0.0743,0.0068,0.6726,1
291.9759,0.347,2.9927,1.889,0.519,116.3093,1099.5255,0.1108,0.0141,0.807,1
328.1237,0.4087,2.636,0.7172,0.5671,119.9299,838.9116,0.0197,0.0256,0.7617,1
282.5924,0.6363,1.0191,2.5147,0.7055,81.6858,3253.3158,0.0389,0.007,0.5679,1
507.438,0.4343,1.5457,1.703,0.6387,115.1347,5351.5313,0.0189,0.0372,0.6283,1
611.9867,0.8441,2.4932,3.8973,0.0806,73.1006,2137.1825,0.0654,0.0583,0.6986,1
425.4061,0.8549,1.7643,3.3864,0.5231,86.6501,4523.8809,0.1051,0.0004,0.4852,1
687.2219,0.3542,2.026,3.2889,0.6575,40.5975,3654.5636,0.0678,0.0061,0.502,1
514.6106,0.4092,2.3642,0.8872,0.6195,72.8483,1375.9017,0.01,0.024,0.82,1
239.303,0.8663,0.7289,1.709,0.1877,50.2238,4660.1298,0.0572,0.0076,0.9056,1
401.2085,0.7634,0.6611,1.4632,0.1841,118.3169,4471.7126,0.0743,0.0224,0.9399,1
482.3621,0.7372,2.9385,2.1673,0.514,110.6464,2093.1082,0.1064,0.0575,0.7126,1
408.6735,0.3901,1.1747,2.6324,0.3535,33.1147,5390.6085,0.0452,0.0206,0.6877,1
108.1286,0.7802,2.3089,3.5549,0.7254,43.8113,3976.9851,0.0733,0.0099,0.8639,1
480.4765,0.3834,1.634,2.4592,0.7353,105.6047,5563.5033,0.1021,0.0052,0.6568,1
228.8435,0.8696,0.9885,3.8619,0.6087,78.7088,4315.2986,0.0401,0.0266,0.5852,1
455.5814,0.5433,2.0811,1.1423,0.5387,36.1202,2218.7471,0.0199,0.024,0.5523,1
370.8693,0.6978,2.8599,2.0511,0.7209,16.3064,1023.3797,0.0867,0.0255,0.6496,1
251.6688,0.8974,0.6592,3.4118,0.5116,89.5343,4500.929,0.1031,0.0162,0.5156,1
193.0694,0.2957,0.6423,3.7145,0.2497,117.9565,5814.7084,0.0175,0.0529,0.5499,1
138.3193,0.8913,2.18,3.0166,0.7877,82.9713,1008.9442,0.1041,0.0467,0.5864,1
345.7566,0.2875,0.7014,3.0718,0.6913,21.4794,2299.2566,0.0238,0.0283,0.6557,1
588.5759,0.8557,2.4038,3.7373,0.7333,79.6802,5626.841,0.0503,0.0274,0.6364,1
450.6354,0.6336,0.8661,3.1429,0.2838,6.4942,2259.0608,0.04,0.0313,0.5237,1
503.917,0.3766,2.1202,2.2439,0.3515,17.8942,3495.1822,0.0124,0.0099,0.6383,1
261.0403,0.6159,2.7979,1.6197,0.0919,68.9651,2596.7924,0.0963,0.0386,0.5936,1
751.0003,0.3159,1.2719,2.5221,0.0344,14.1214,4419.8051,0.0091,0.0248,0.8546,1
575.7711,0.8738,1.9869,2.7816,0.5679,85.9737,5063.0178,0.0583,0.0154,0.4678,1
597.6818,0.6652,2.0712,2.0316,0.0721,54.838,2634.2733,0.0866,0.0409,0.8508,1
348.4898,0.2672,2.8563,1.6852,0.2048,119.932,4537.1863,0.0062,0.0027,0.9447,1
568.4533,0.6508,1.2297,0.8175,0.59,16.7054,1244.8997,0.0377,0.0256,0.7703,1
523.4371,0.8017,1.7662,1.3583,0.7553,36.6217,936.2477,0.0295,0.0687,0.6049,1
360.3853,0.7842,0.894,0.9519,0.4024,82.2671,4936.731,0.071,0.0188,0.4705,1
264.4718,0.4816,1.9015,2.2341,0.5424,81.7006,2453.9336,0.0419,0.0358,0.8178,1
423.7054,0.5367,2.7318,0.7234,0.6841,23.7655,3437.6929,0.0512,0.0155,0.602,1
533.1379,0.6119,1.0067,2.9298,0.4392,113.6209,3084.2147,0.0326,0.0204,0.8424,1
577.5425,0.6998,2.1199,0.834,0.6675,65.1937,5517.4263,0.1054,0.0118,0.5034,1
429.4231,0.5823,0.636,1.6183,0.1857,76.3036,4891.2909,0.0073,0.0897,0.6634,1
177.0954,0.3061,2.6962,3.7426,0.6573,69.6907,3699.5127,0.1182,0.0169,0.4538,1
398.1197,0.3721,0.6011,1.8388,0.7032,43.7171,4331.1859,0.0909,0.0277,0.4505,1
117.5454,0.7585,2.8439,3.6678,0.0164,96.0624,3145.9579,0.0949,0.0215,0.7784,1
250.6281,0.8784,1.598,2.1202,0.4419,52.0928,3673.8921,0.0522,0.0374,0.8943,1
381.4911,0.7373,2.191,3.1369,0.1669,62.3131,3858.9965,0.0008,0.0008,0.83,1
479.1498,0.8052,1.5351,2.5397,0.0005,79.1604,4534.5141,0.0683,0.0194,0.9736,1
585.6307,0.741,2.0236,1.1854,0.4347,93.0183,3508.4572,0.1043,0.0728,0.5076,1
176.7641,0.5648,0.6218,0.6561,0.3788,23.9036,4466.6549,0.0955,0.0555,0.9211,1
372.049,0.3964,1.3251,2.2012,0.3841,119.7295,1395.1157,0.1023,0.0818,0.605,1
499.5537,0.8518,2.0567,2.3487,0.5689,62.9523,5503.433,0.0225,0.0367,0.8937,1
253.387,0.3413,1.2676,2.1155,0.2579,49.507,5064.5447,0.0312,0.0485,0.6629,1
461.2389,0.7705,1.4761,2.2463,0.6235,38.6484,4980.1902,0.0397,0.0395,0.9108,1
541.4238,0.5349,1.2171,1.0421,0.401,30.3056,5664.8645,0.001,0.0223,0.7977,1
263.756,0.8287,2.0064,2.9614,0.2924,23.3699,2467.0371,0.1157,0.036,0.8043,1
380.3264,0.6871,2.1068,1.2452,0.0851,115.9913,3914.0635,0.0502,0.0083,0.8764,1
367.1892,0.2696,2.5396,1.2,0.0414,91.9259,2620.2248,0.047,0.0479,0.6139,1
201.5748,0.3039,0.8963,2.018,0.7036,11.5884,1905.9085,0.109,0.0381,0.5619,1
164.2943,0.6243,1.3998,2.6768,0.237,44.7728,4911.5027,0.1055,0.0499,0.8411,1
185.5017,0.5666,0.9612,0.9215,0.2784,114.5129,3998.7051,0.0461,0.0288,0.8485,1
311.7927,0.2808,0.5619,2.0621,0.7067,33.0672,3785.0886,0.0823,0.0124,0.6827,1
467.0975,0.7429,2.9806,3.1648,0.6817,100.7221,4597.382,0.0963,0.0524,0.901,1
315.6798,0.7696,2.9047,1.4463,0.5677,92.0457,5668.6482,0.1089,0.0044,0.5852,1
462.3681,0.5368,1.028,1.2425,0.6852,63.737,1268.7123,0.0862,0.0205,0.495,1
355.7656,0.7384,1.6615,1.769,0.2093,36.9869,5624.8091,0.0202,0.001,0.481,1
495.0149,0.469,2.1551,2.7442,0.7519,115.545,4339.5556,0.0982,0.0227,0.8518,1
